user_id,age_group,gender,country,region,subscription_plan,monthly_fee,subscription_start_date,subscription_end_date,payment_method
U102614,17,Male,Brazil,South America,Standard,13.99,2022-12-01,2026-02-07,Wallet
U102615,21,Male,UK,Europe,Standard,13.99,2023-09-06,2026-02-07,Wallet
U102616,40,Female,Nigeria,Africa,Basic,8.99,2023-08-22,2026-02-07,Wallet
U102617,30,Female,Japan,Asia,Standard,13.99,2022-10-21,2026-02-07,Wallet
U102618,17,Female,UK,Europe,Standard,13.99,2022-04-13,2026-02-07,Card
U102619,21,Male,Canada,North America,Basic,8.99,2024-01-04,2025-01-13 00:00:00,Bank Transfer
U102620,40,Female,Germany,Europe,Basic,8.99,2023-02-11,2026-02-07,Bank Transfer
U102621,17,Female,Germany,Europe,Standard,13.99,2024-04-01,2026-02-07,Bank Transfer
U102622,60,Female,Japan,Asia,Basic,8.99,2023-12-11,2024-08-01 00:00:00,Bank Transfer
U102623,40,Male,Brazil,South America,Premium,17.99,2023-12-21,2026-02-07,Bank Transfer
U102624,50,Male,UK,Europe,Premium,17.99,2022-07-05,2026-02-07,Card
U102625,60,Male,France,Europe,Premium,17.99,2022-12-17,2026-02-07,Card
U102626,21,Male,France,Europe,Basic,8.99,2023-09-05,2024-06-04 00:00:00,Bank Transfer
U102627,60,Female,Canada,North America,Basic,8.99,2024-06-01,2026-02-07,Card
U102628,60,Female,Japan,Asia,Premium,17.99,2023-08-03,2026-02-07,Bank Transfer
U102629,30,Female,Germany,Europe,Basic,8.99,2024-01-08,2026-02-07,Bank Transfer
U102630,21,Male,Brazil,South America,Basic,8.99,2023-10-20,2026-02-07,Card
U102631,21,Male,Germany,Europe,Standard,13.99,2024-05-09,2026-02-07,Bank Transfer
U102632,21,Male,India,Asia,Premium,17.99,2024-03-14,2026-02-07,Wallet
U102633,40,Male,South Africa,Africa,Standard,13.99,2022-03-17,2026-02-07,Bank Transfer
U102634,50,Male,Nigeria,Africa,Standard,13.99,2023-01-25,2026-02-07,Card
U102635,50,Female,India,Asia,Basic,8.99,2023-03-29,2026-02-07,Bank Transfer
U102636,40,Female,France,Europe,Standard,13.99,2022-07-30,2026-02-07,Bank Transfer
U102637,50,Male,Nigeria,Africa,Basic,8.99,2024-05-02,2026-02-07,Wallet
U102638,21,Female,South Africa,Africa,Basic,8.99,2023-12-30,2026-02-07,Wallet
U102639,60,Female,Japan,Asia,Standard,13.99,2022-01-29,2026-02-07,Bank Transfer
U102640,21,Female,France,Europe,Premium,17.99,2023-12-16,2026-02-07,Card
U102641,30,Female,Nigeria,Africa,Standard,13.99,2024-01-17,2025-04-30 00:00:00,Wallet
U102642,60,Female,USA,North America,Basic,8.99,2023-05-12,2026-02-07,Bank Transfer
U102643,17,Female,Nigeria,Africa,Standard,13.99,2024-02-19,2025-05-25 00:00:00,Card
U102644,21,Male,South Africa,Africa,Basic,8.99,2024-01-23,2026-02-07,Wallet
U102645,50,Female,UK,Europe,Basic,8.99,2024-02-02,2025-01-02 00:00:00,Wallet
U102646,30,Female,Japan,Asia,Basic,8.99,2023-07-07,2026-02-07,Wallet
U102647,40,Male,Brazil,South America,Premium,17.99,2024-06-18,2026-02-07,Card
U102648,30,Male,France,Europe,Basic,8.99,2023-10-07,2026-02-07,Card
U102649,60,Male,India,Asia,Basic,8.99,2024-03-13,2026-02-07,Wallet
U102650,40,Male,Nigeria,Africa,Standard,13.99,2023-01-31,2026-02-07,Card
U102651,30,Male,India,Asia,Basic,8.99,2023-01-12,2026-02-07,Bank Transfer
U102652,21,Male,Germany,Europe,Standard,13.99,2024-04-10,2026-02-07,Bank Transfer
U102653,60,Male,USA,North America,Basic,8.99,2023-02-19,2026-02-07,Bank Transfer
U102654,40,Female,France,Europe,Basic,8.99,2023-09-01,2026-02-07,Card
U102655,30,Male,Brazil,South America,Premium,17.99,2023-01-06,2026-02-07,Bank Transfer
U102656,30,Female,France,Europe,Basic,8.99,2024-01-07,2026-02-07,Bank Transfer
U102657,17,Male,Nigeria,Africa,Basic,8.99,2022-11-11,2024-06-09 00:00:00,Bank Transfer
U102658,30,Female,Nigeria,Africa,Standard,13.99,2022-12-21,2026-02-07,Bank Transfer
U102659,30,Male,Japan,Asia,Standard,13.99,2023-08-18,2026-02-07,Card
U102660,30,Male,Brazil,South America,Standard,13.99,2022-03-27,2026-02-07,Card
U102661,30,Female,Canada,North America,Standard,13.99,2023-01-05,2026-02-07,Wallet
U102662,60,Female,India,Asia,Basic,8.99,2023-03-02,2026-02-07,Bank Transfer
U102663,40,Female,UK,Europe,Standard,13.99,2024-05-22,2026-02-07,Wallet
U102664,21,Female,Japan,Asia,Basic,8.99,2022-03-15,2026-02-07,Card
U102665,40,Female,USA,North America,Premium,17.99,2022-05-16,2026-02-07,Wallet
U102666,30,Female,Nigeria,Africa,Premium,17.99,2024-02-06,2026-02-07,Card
U102667,60,Female,UK,Europe,Standard,13.99,2022-04-28,2026-02-07,Card
U102668,21,Male,Germany,Europe,Standard,13.99,2022-11-05,2026-02-07,Wallet
U102669,30,Male,Brazil,South America,Basic,8.99,2023-10-27,2023-11-29 00:00:00,Card
U102670,40,Male,France,Europe,Premium,17.99,2024-03-12,2026-02-07,Wallet
U102671,50,Male,Brazil,South America,Basic,8.99,2023-12-25,2026-02-07,Bank Transfer
U102672,50,Female,USA,North America,Premium,17.99,2023-08-29,2026-02-07,Bank Transfer
U102673,50,Male,UK,Europe,Premium,17.99,2023-01-06,2026-02-07,Wallet
U102674,50,Female,South Africa,Africa,Basic,8.99,2022-10-30,2023-05-31 00:00:00,Card
U102675,17,Male,Brazil,South America,Premium,17.99,2024-03-03,2026-02-07,Card
U102676,60,Male,Brazil,South America,Standard,13.99,2023-12-02,2026-02-07,Wallet
U102677,30,Female,India,Asia,Standard,13.99,2024-03-09,2025-01-26 00:00:00,Bank Transfer
U102678,17,Female,Canada,North America,Basic,8.99,2022-02-06,2022-12-02 00:00:00,Card
U102679,30,Female,UK,Europe,Standard,13.99,2023-07-10,2026-02-07,Wallet
U102680,30,Female,India,Asia,Basic,8.99,2023-03-17,2026-02-07,Wallet
U102681,40,Male,UK,Europe,Premium,17.99,2022-05-08,2023-03-09 00:00:00,Wallet
U102682,17,Male,Germany,Europe,Basic,8.99,2023-12-31,2026-02-07,Bank Transfer
U102683,60,Female,USA,North America,Basic,8.99,2024-04-14,2026-02-07,Bank Transfer
U102684,40,Male,India,Asia,Standard,13.99,2023-02-08,2023-12-01 00:00:00,Bank Transfer
U102685,30,Female,Germany,Europe,Basic,8.99,2022-06-06,2026-02-07,Card
U102686,40,Female,France,Europe,Standard,13.99,2024-01-24,2026-02-07,Card
U102687,17,Female,USA,North America,Basic,8.99,2024-01-26,2026-02-07,Bank Transfer
U102688,30,Female,India,Asia,Premium,17.99,2022-06-01,2026-02-07,Card
U102689,17,Male,Nigeria,Africa,Premium,17.99,2023-01-29,2026-02-07,Card
U102690,17,Female,Japan,Asia,Basic,8.99,2023-05-17,2026-02-07,Bank Transfer
U102691,40,Female,Canada,North America,Standard,13.99,2022-01-27,2026-02-07,Wallet
U102692,40,Male,Nigeria,Africa,Basic,8.99,2022-05-20,2023-08-12 00:00:00,Wallet
U102693,40,Female,Germany,Europe,Basic,8.99,2022-12-26,2023-12-14 00:00:00,Card
U102694,40,Female,South Africa,Africa,Premium,17.99,2023-06-03,2026-02-07,Card
U102695,60,Male,Germany,Europe,Premium,17.99,2024-04-18,2025-05-12 00:00:00,Wallet
U102696,40,Female,UK,Europe,Premium,17.99,2022-07-30,2026-02-07,Wallet
U102697,30,Female,Japan,Asia,Premium,17.99,2024-03-28,2026-02-07,Wallet
U102698,30,Female,UK,Europe,Basic,8.99,2023-07-13,2025-01-14 00:00:00,Wallet
U102699,40,Male,Germany,Europe,Standard,13.99,2022-10-04,2026-02-07,Card
U102700,30,Female,Germany,Europe,Basic,8.99,2024-06-11,2026-02-07,Wallet
U102701,60,Male,Germany,Europe,Standard,13.99,2023-06-23,2026-02-07,Bank Transfer
U102702,21,Male,Germany,Europe,Basic,8.99,2022-01-22,2026-02-07,Bank Transfer
U102703,21,Female,UK,Europe,Basic,8.99,2024-03-09,2026-02-07,Bank Transfer
U102704,30,Male,France,Europe,Premium,17.99,2024-05-07,2026-02-07,Bank Transfer
U102705,17,Female,South Africa,Africa,Standard,13.99,2024-02-22,2026-02-07,Wallet
U102706,21,Male,Nigeria,Africa,Basic,8.99,2023-07-13,2026-02-07,Wallet
U102707,40,Female,South Africa,Africa,Standard,13.99,2024-02-25,2026-02-07,Wallet
U102708,50,Female,Nigeria,Africa,Premium,17.99,2022-10-05,2026-02-07,Wallet
U102709,40,Female,India,Asia,Premium,17.99,2022-05-09,2026-02-07,Card
U102710,40,Male,India,Asia,Basic,8.99,2024-03-03,2026-02-07,Card
U102711,17,Male,UK,Europe,Premium,17.99,2023-01-08,2026-02-07,Wallet
U102712,60,Male,France,Europe,Standard,13.99,2024-04-26,2026-02-07,Wallet
U102713,60,Female,Germany,Europe,Standard,13.99,2024-02-09,2026-02-07,Card
U102714,17,Female,Nigeria,Africa,Premium,17.99,2023-11-15,2024-01-14 00:00:00,Wallet
U102715,60,Male,UK,Europe,Basic,8.99,2024-01-24,2026-02-07,Bank Transfer
U102716,30,Male,France,Europe,Basic,8.99,2022-12-09,2023-09-18 00:00:00,Bank Transfer
U102717,17,Female,Canada,North America,Standard,13.99,2022-12-09,2026-02-07,Card
U102718,50,Male,USA,North America,Premium,17.99,2022-09-08,2026-02-07,Card
U102719,30,Male,Nigeria,Africa,Standard,13.99,2023-12-03,2026-02-07,Card
U102720,60,Female,South Africa,Africa,Standard,13.99,2023-02-15,2026-02-07,Card
U102721,50,Male,USA,North America,Standard,13.99,2023-07-08,2026-02-07,Card
U102722,30,Female,Brazil,South America,Premium,17.99,2024-01-30,2025-04-02 00:00:00,Card
U102723,17,Female,South Africa,Africa,Standard,13.99,2023-08-21,2026-02-07,Bank Transfer
U102724,30,Male,UK,Europe,Basic,8.99,2024-03-09,2026-02-07,Bank Transfer
U102725,21,Male,India,Asia,Basic,8.99,2023-12-16,2026-02-07,Card
U102726,40,Male,South Africa,Africa,Standard,13.99,2023-10-09,2026-02-07,Card
U102727,30,Male,India,Asia,Basic,8.99,2024-01-08,2026-02-07,Bank Transfer
U102728,21,Female,UK,Europe,Basic,8.99,2023-08-08,2026-02-07,Wallet
U102729,60,Male,India,Asia,Standard,13.99,2024-02-15,2026-02-07,Wallet
U102730,30,Male,Canada,North America,Basic,8.99,2022-10-30,2026-02-07,Bank Transfer
U102731,60,Male,India,Asia,Basic,8.99,2023-11-24,2026-02-07,Bank Transfer
U102732,50,Male,India,Asia,Premium,17.99,2023-12-18,2026-02-07,Card
U102733,17,Female,India,Asia,Premium,17.99,2022-11-25,2026-02-07,Bank Transfer
U102734,60,Female,France,Europe,Basic,8.99,2022-04-21,2026-02-07,Wallet
U102735,40,Female,Germany,Europe,Standard,13.99,2022-08-03,2026-02-07,Wallet
U102736,40,Male,Canada,North America,Premium,17.99,2022-05-06,2026-02-07,Wallet
U102737,30,Female,Germany,Europe,Basic,8.99,2022-12-12,2026-02-07,Wallet
U102738,21,Female,Brazil,South America,Standard,13.99,2022-08-23,2026-02-07,Bank Transfer
U102739,50,Female,USA,North America,Standard,13.99,2022-09-03,2023-07-01 00:00:00,Card
U102740,60,Male,South Africa,Africa,Standard,13.99,2022-12-02,2026-02-07,Wallet
U102741,40,Male,South Africa,Africa,Premium,17.99,2024-01-18,2026-02-07,Wallet
U102742,50,Male,Nigeria,Africa,Premium,17.99,2022-08-14,2026-02-07,Card
U102743,30,Male,USA,North America,Basic,8.99,2022-04-16,2026-02-07,Card
U102744,17,Female,Canada,North America,Standard,13.99,2023-04-17,2024-05-27 00:00:00,Bank Transfer
U102745,50,Female,France,Europe,Basic,8.99,2023-10-20,2026-02-07,Card
U102746,21,Female,Nigeria,Africa,Standard,13.99,2022-03-16,2026-02-07,Card
U102747,50,Male,South Africa,Africa,Premium,17.99,2022-09-20,2026-02-07,Wallet
U102748,30,Male,Japan,Asia,Standard,13.99,2023-06-07,2026-02-07,Card
U102749,21,Male,Germany,Europe,Standard,13.99,2024-05-30,2026-02-07,Card
U102750,50,Female,India,Asia,Standard,13.99,2022-09-24,2023-11-23 00:00:00,Card
U102751,50,Female,France,Europe,Basic,8.99,2023-09-11,2026-02-07,Wallet
U102752,30,Female,Germany,Europe,Basic,8.99,2022-07-22,2024-01-23 00:00:00,Card
U102753,40,Female,Brazil,South America,Basic,8.99,2024-04-24,2026-02-07,Bank Transfer
U102754,21,Female,UK,Europe,Standard,13.99,2023-04-04,2026-02-07,Bank Transfer
U102755,60,Male,South Africa,Africa,Standard,13.99,2022-10-03,2026-02-07,Wallet
U102756,40,Male,Brazil,South America,Basic,8.99,2023-03-29,2026-02-07,Bank Transfer
U102757,30,Male,Canada,North America,Standard,13.99,2022-04-17,2026-02-07,Wallet
U102758,60,Female,Canada,North America,Premium,17.99,2023-04-08,2026-02-07,Card
U102759,60,Male,France,Europe,Premium,17.99,2023-06-16,2026-02-07,Wallet
U102760,17,Female,India,Asia,Premium,17.99,2022-05-23,2026-02-07,Card
U102761,60,Male,Brazil,South America,Premium,17.99,2022-10-12,2026-02-07,Card
U102762,50,Female,India,Asia,Premium,17.99,2022-06-26,2026-02-07,Bank Transfer
U102763,50,Male,Germany,Europe,Standard,13.99,2022-01-11,2026-02-07,Card
U102764,50,Male,South Africa,Africa,Basic,8.99,2022-10-19,2023-04-02 00:00:00,Bank Transfer
U102765,40,Male,USA,North America,Standard,13.99,2024-04-30,2026-02-07,Card
U102766,50,Male,France,Europe,Basic,8.99,2022-12-14,2026-02-07,Card
U102767,60,Female,USA,North America,Premium,17.99,2023-08-14,2024-02-10 00:00:00,Wallet
U102768,60,Male,Canada,North America,Basic,8.99,2023-01-31,2023-05-12 00:00:00,Card
U102769,21,Male,Canada,North America,Basic,8.99,2023-11-10,2026-02-07,Wallet
U102770,17,Male,Japan,Asia,Premium,17.99,2023-07-09,2026-02-07,Wallet
U102771,60,Male,UK,Europe,Standard,13.99,2024-03-13,2026-02-07,Wallet
U102772,30,Female,India,Asia,Basic,8.99,2024-05-21,2026-02-07,Card
U102773,17,Male,Japan,Asia,Basic,8.99,2024-01-29,2026-02-07,Bank Transfer
U102774,60,Male,France,Europe,Basic,8.99,2023-01-13,2026-02-07,Card
U102775,30,Male,Japan,Asia,Basic,8.99,2022-06-25,2023-09-19 00:00:00,Wallet
U102776,21,Female,Japan,Asia,Standard,13.99,2023-04-23,2026-02-07,Wallet
U102777,30,Male,Germany,Europe,Premium,17.99,2023-02-26,2026-02-07,Card
U102778,21,Female,UK,Europe,Basic,8.99,2023-03-19,2026-02-07,Card
U102779,21,Female,India,Asia,Premium,17.99,2024-01-28,2026-02-07,Wallet
U102780,30,Male,Nigeria,Africa,Premium,17.99,2023-03-24,2026-02-07,Bank Transfer
U102781,21,Male,India,Asia,Premium,17.99,2023-12-15,2026-02-07,Bank Transfer
U102782,30,Female,France,Europe,Basic,8.99,2023-12-15,2026-02-07,Bank Transfer
U102783,50,Female,Nigeria,Africa,Standard,13.99,2023-03-08,2026-02-07,Bank Transfer
U102784,60,Female,Nigeria,Africa,Basic,8.99,2023-09-14,2026-02-07,Card
U102785,60,Female,India,Asia,Basic,8.99,2022-02-25,2026-02-07,Wallet
U102786,60,Female,UK,Europe,Standard,13.99,2023-11-11,2026-02-07,Card
U102787,30,Male,France,Europe,Premium,17.99,2023-06-27,2026-02-07,Card
U102788,30,Female,Canada,North America,Standard,13.99,2023-03-27,2026-02-07,Wallet
U102789,17,Male,Japan,Asia,Basic,8.99,2023-03-01,2026-02-07,Wallet
U102790,40,Female,Brazil,South America,Standard,13.99,2023-04-03,2026-02-07,Card
U102791,60,Male,Canada,North America,Premium,17.99,2023-10-18,2026-02-07,Card
U102792,50,Male,UK,Europe,Standard,13.99,2023-12-26,2026-02-07,Bank Transfer
U102793,30,Male,Germany,Europe,Basic,8.99,2022-04-04,2026-02-07,Bank Transfer
U102794,17,Male,India,Asia,Premium,17.99,2023-04-21,2026-02-07,Bank Transfer
U102795,40,Male,Canada,North America,Basic,8.99,2023-01-15,2023-04-21 00:00:00,Wallet
U102796,50,Male,South Africa,Africa,Basic,8.99,2024-03-27,2026-02-07,Wallet
U102797,40,Male,Nigeria,Africa,Basic,8.99,2024-06-13,2026-02-07,Card
U102798,30,Male,Brazil,South America,Basic,8.99,2022-06-02,2026-02-07,Wallet
U102799,17,Female,UK,Europe,Standard,13.99,2024-04-27,2024-09-27 00:00:00,Bank Transfer
U102800,60,Male,Nigeria,Africa,Premium,17.99,2023-06-20,2024-05-10 00:00:00,Bank Transfer
U102801,40,Male,Brazil,South America,Basic,8.99,2022-09-09,2026-02-07,Card
U102802,17,Male,Canada,North America,Basic,8.99,2024-06-11,2026-02-07,Card
U102803,60,Female,France,Europe,Standard,13.99,2023-06-12,2026-02-07,Card
U102804,30,Male,Japan,Asia,Premium,17.99,2022-10-07,2026-02-07,Wallet
U102805,40,Male,Germany,Europe,Basic,8.99,2024-02-12,2026-02-07,Card
U102806,40,Female,France,Europe,Standard,13.99,2022-08-21,2026-02-07,Card
U102807,50,Male,Brazil,South America,Standard,13.99,2024-04-07,2026-02-07,Card
U102808,40,Female,UK,Europe,Premium,17.99,2022-03-30,2026-02-07,Bank Transfer
U102809,17,Male,India,Asia,Premium,17.99,2024-01-08,2026-02-07,Wallet
U102810,30,Female,South Africa,Africa,Standard,13.99,2024-02-19,2026-02-07,Wallet
U102811,50,Female,UK,Europe,Standard,13.99,2024-04-16,2026-02-07,Bank Transfer
U102812,40,Female,Canada,North America,Basic,8.99,2022-01-16,2026-02-07,Wallet
U102813,60,Male,South Africa,Africa,Standard,13.99,2022-03-14,2026-02-07,Bank Transfer
U102814,50,Female,Brazil,South America,Premium,17.99,2023-10-09,2026-02-07,Bank Transfer
U102815,60,Male,Japan,Asia,Premium,17.99,2022-08-08,2026-02-07,Bank Transfer
U102816,17,Male,Germany,Europe,Standard,13.99,2022-04-24,2026-02-07,Wallet
U102817,17,Male,India,Asia,Basic,8.99,2023-05-31,2026-02-07,Bank Transfer
U102818,17,Female,India,Asia,Standard,13.99,2022-11-14,2026-02-07,Bank Transfer
U102819,60,Male,France,Europe,Standard,13.99,2023-04-19,2024-06-11 00:00:00,Card
U102820,30,Female,Brazil,South America,Standard,13.99,2023-08-20,2026-02-07,Card
U102821,50,Female,France,Europe,Premium,17.99,2022-07-15,2026-02-07,Wallet
U102822,17,Male,Japan,Asia,Standard,13.99,2023-12-03,2026-02-07,Card
U102823,40,Female,India,Asia,Premium,17.99,2023-02-03,2026-02-07,Wallet
U102824,21,Female,Japan,Asia,Premium,17.99,2023-07-13,2026-02-07,Bank Transfer
U102825,30,Male,France,Europe,Basic,8.99,2024-01-08,2026-02-07,Card
U102826,40,Male,Brazil,South America,Premium,17.99,2023-10-05,2024-05-08 00:00:00,Wallet
U102827,30,Male,France,Europe,Premium,17.99,2022-09-18,2026-02-07,Wallet
U102828,40,Female,Germany,Europe,Standard,13.99,2024-01-03,2026-02-07,Wallet
U102829,50,Male,Canada,North America,Premium,17.99,2023-01-09,2026-02-07,Card
U102830,21,Female,France,Europe,Standard,13.99,2022-08-14,2023-09-05 00:00:00,Wallet
U102831,40,Female,Nigeria,Africa,Basic,8.99,2023-11-05,2024-11-04 00:00:00,Wallet
U102832,21,Male,India,Asia,Basic,8.99,2023-12-27,2026-02-07,Wallet
U102833,30,Female,France,Europe,Standard,13.99,2022-04-29,2026-02-07,Bank Transfer
U102834,50,Female,Germany,Europe,Premium,17.99,2023-10-22,2026-02-07,Wallet
U102835,40,Male,Brazil,South America,Premium,17.99,2023-01-16,2026-02-07,Bank Transfer
U102836,40,Male,Canada,North America,Standard,13.99,2024-04-13,2026-02-07,Wallet
U102837,17,Male,France,Europe,Basic,8.99,2022-05-09,2022-10-13 00:00:00,Bank Transfer
U102838,50,Female,Japan,Asia,Basic,8.99,2023-02-11,2026-02-07,Bank Transfer
U102839,40,Male,India,Asia,Premium,17.99,2023-08-20,2026-02-07,Bank Transfer
U102840,30,Female,South Africa,Africa,Standard,13.99,2024-02-18,2026-02-07,Bank Transfer
U102841,21,Male,South Africa,Africa,Standard,13.99,2023-09-18,2026-02-07,Bank Transfer
U102842,17,Female,USA,North America,Standard,13.99,2023-07-23,2025-01-19 00:00:00,Wallet
U102843,50,Female,Japan,Asia,Standard,13.99,2024-01-11,2026-02-07,Bank Transfer
U102844,60,Male,Nigeria,Africa,Standard,13.99,2023-07-14,2026-02-07,Wallet
U102845,60,Male,India,Asia,Premium,17.99,2022-08-09,2026-02-07,Bank Transfer
U102846,30,Male,Japan,Asia,Basic,8.99,2023-04-01,2023-12-18 00:00:00,Wallet
U102847,60,Male,France,Europe,Premium,17.99,2023-09-05,2026-02-07,Bank Transfer
U102848,21,Male,South Africa,Africa,Basic,8.99,2022-05-28,2026-02-07,Bank Transfer
U102849,60,Male,Nigeria,Africa,Premium,17.99,2023-10-29,2024-07-29 00:00:00,Card
U102850,21,Male,Canada,North America,Standard,13.99,2022-01-09,2026-02-07,Wallet
U102851,30,Female,USA,North America,Basic,8.99,2023-05-20,2026-02-07,Wallet
U102852,17,Male,Japan,Asia,Basic,8.99,2023-10-28,2026-02-07,Card
U102853,30,Female,Brazil,South America,Basic,8.99,2024-06-11,2026-02-07,Bank Transfer
U102854,50,Female,Nigeria,Africa,Premium,17.99,2023-02-27,2026-02-07,Card
U102855,30,Male,South Africa,Africa,Basic,8.99,2023-02-10,2024-07-24 00:00:00,Card
U102856,40,Male,France,Europe,Standard,13.99,2022-04-28,2022-07-07 00:00:00,Bank Transfer
U102857,30,Female,Japan,Asia,Basic,8.99,2022-12-27,2026-02-07,Bank Transfer
U102858,21,Female,UK,Europe,Basic,8.99,2023-08-30,2026-02-07,Card
U102859,17,Female,South Africa,Africa,Basic,8.99,2023-11-25,2024-10-28 00:00:00,Bank Transfer
U102860,60,Female,Japan,Asia,Basic,8.99,2022-09-20,2022-10-30 00:00:00,Bank Transfer
U102861,17,Male,Nigeria,Africa,Premium,17.99,2023-02-15,2026-02-07,Wallet
U102862,50,Female,India,Asia,Standard,13.99,2022-02-05,2026-02-07,Bank Transfer
U102863,60,Male,Nigeria,Africa,Basic,8.99,2023-02-21,2026-02-07,Wallet
U102864,50,Male,India,Asia,Basic,8.99,2022-11-29,2024-06-23 00:00:00,Wallet
U102865,50,Female,Canada,North America,Basic,8.99,2023-08-31,2024-06-14 00:00:00,Bank Transfer
U102866,60,Male,Nigeria,Africa,Standard,13.99,2024-03-06,2026-02-07,Card
U102867,21,Male,Brazil,South America,Premium,17.99,2023-06-01,2026-02-07,Card
U102868,17,Male,USA,North America,Standard,13.99,2023-08-12,2026-02-07,Card
U102869,30,Male,UK,Europe,Premium,17.99,2022-12-11,2026-02-07,Bank Transfer
U102870,60,Male,Japan,Asia,Premium,17.99,2022-11-20,2023-07-13 00:00:00,Bank Transfer
U102871,50,Male,Germany,Europe,Premium,17.99,2023-06-10,2026-02-07,Bank Transfer
U102872,21,Male,USA,North America,Basic,8.99,2023-02-02,2026-02-07,Card
U102873,60,Female,UK,Europe,Basic,8.99,2024-03-07,2026-02-07,Card
U102874,17,Male,Germany,Europe,Basic,8.99,2023-12-05,2024-06-20 00:00:00,Wallet
U102875,40,Female,Nigeria,Africa,Basic,8.99,2023-08-25,2026-02-07,Wallet
U102876,17,Male,Canada,North America,Standard,13.99,2022-09-05,2026-02-07,Card
U102877,30,Female,India,Asia,Premium,17.99,2023-04-20,2026-02-07,Bank Transfer
U102878,30,Male,Japan,Asia,Premium,17.99,2022-04-09,2022-08-10 00:00:00,Wallet
U102879,17,Female,Nigeria,Africa,Basic,8.99,2024-05-20,2026-02-07,Bank Transfer
U102880,50,Male,Canada,North America,Premium,17.99,2024-03-09,2026-02-07,Bank Transfer
U102881,30,Female,Brazil,South America,Standard,13.99,2023-03-30,2026-02-07,Wallet
U102882,40,Female,UK,Europe,Standard,13.99,2023-08-22,2026-02-07,Card
U102883,21,Female,Nigeria,Africa,Standard,13.99,2022-04-04,2026-02-07,Bank Transfer
U102884,17,Male,UK,Europe,Standard,13.99,2023-01-09,2026-02-07,Card
U102885,30,Female,USA,North America,Standard,13.99,2022-04-25,2026-02-07,Card
U102886,21,Female,France,Europe,Basic,8.99,2023-03-08,2026-02-07,Bank Transfer
U102887,40,Male,France,Europe,Standard,13.99,2022-02-02,2026-02-07,Card
U102888,30,Female,South Africa,Africa,Basic,8.99,2022-11-07,2026-02-07,Bank Transfer
U102889,60,Male,India,Asia,Standard,13.99,2024-01-30,2026-02-07,Wallet
U102890,30,Female,UK,Europe,Standard,13.99,2022-12-16,2026-02-07,Wallet
U102891,40,Male,India,Asia,Basic,8.99,2023-01-26,2026-02-07,Wallet
U102892,50,Male,Brazil,South America,Premium,17.99,2023-03-15,2026-02-07,Bank Transfer
U102893,60,Female,India,Asia,Basic,8.99,2023-05-25,2026-02-07,Bank Transfer
U102894,30,Female,India,Asia,Basic,8.99,2023-03-28,2026-02-07,Bank Transfer
U102895,40,Male,Japan,Asia,Basic,8.99,2023-02-18,2024-05-13 00:00:00,Bank Transfer
U102896,40,Female,Brazil,South America,Basic,8.99,2023-02-19,2026-02-07,Card
U102897,60,Male,Germany,Europe,Basic,8.99,2023-03-31,2026-02-07,Bank Transfer
U102898,21,Male,Canada,North America,Standard,13.99,2023-09-18,2024-08-26 00:00:00,Wallet
U102899,40,Female,South Africa,Africa,Premium,17.99,2024-04-30,2026-02-07,Bank Transfer
U102900,50,Male,Germany,Europe,Standard,13.99,2022-09-22,2026-02-07,Bank Transfer
U102901,30,Male,USA,North America,Basic,8.99,2022-06-30,2026-02-07,Card
U102902,30,Male,South Africa,Africa,Standard,13.99,2024-05-05,2026-02-07,Card
U102903,30,Male,Canada,North America,Basic,8.99,2023-10-09,2026-02-07,Bank Transfer
U102904,60,Female,India,Asia,Basic,8.99,2022-06-03,2026-02-07,Card
U102905,60,Female,South Africa,Africa,Basic,8.99,2022-12-11,2026-02-07,Wallet
U102906,21,Male,India,Asia,Premium,17.99,2022-03-22,2026-02-07,Card
U102907,50,Female,Germany,Europe,Standard,13.99,2022-03-17,2026-02-07,Wallet
U102908,17,Female,Japan,Asia,Premium,17.99,2022-06-22,2026-02-07,Bank Transfer
U102909,60,Male,South Africa,Africa,Basic,8.99,2023-01-23,2026-02-07,Bank Transfer
U102910,60,Male,Canada,North America,Premium,17.99,2022-03-19,2026-02-07,Bank Transfer
U102911,17,Female,Brazil,South America,Standard,13.99,2022-04-20,2026-02-07,Bank Transfer
U102912,40,Male,Nigeria,Africa,Premium,17.99,2022-02-19,2026-02-07,Card
U102913,17,Female,UK,Europe,Basic,8.99,2022-06-29,2022-09-04 00:00:00,Card
U102914,40,Male,Nigeria,Africa,Standard,13.99,2022-06-04,2026-02-07,Bank Transfer
U102915,30,Female,USA,North America,Standard,13.99,2023-05-05,2026-02-07,Card
U102916,21,Female,India,Asia,Basic,8.99,2024-03-24,2026-02-07,Bank Transfer
U102917,60,Female,Brazil,South America,Basic,8.99,2023-02-05,2023-09-11 00:00:00,Card
U102918,21,Male,Brazil,South America,Standard,13.99,2024-02-23,2026-02-07,Card
U102919,30,Male,Canada,North America,Standard,13.99,2022-05-17,2026-02-07,Wallet
U102920,60,Female,Japan,Asia,Premium,17.99,2022-10-11,2026-02-07,Card
U102921,30,Male,UK,Europe,Premium,17.99,2023-09-29,2026-02-07,Wallet
U102922,30,Male,Germany,Europe,Basic,8.99,2024-01-18,2025-01-28 00:00:00,Bank Transfer
U102923,60,Male,Japan,Asia,Basic,8.99,2023-05-13,2026-02-07,Wallet
